text,label
When Zenitsu used 'Thunderclap and Flash: Eight Fold' against Daki... holy shit I screamed so loud! The way the camera followed his perspective as he zipped across the room in a flash of yellow lightning was absolutely mind-blowing!,reaction
"Daki crawling back to Gyutaro's body while screaming and crying 'brother, don't leave me' absolutely wrecked me. I hated her so much, but seeing them reduce to crying children in the snow was so sad. I can't believe I cried for these monsters.",reaction
"I am literally shaking and crying right now. Tanjiro turning into a demon and aggressively attacking Nezuko while she clings to him screaming 'big brother, please stop' is the most heart-wrenching thing ever. I can't take this emotional damage anymore...",reaction
"THE COLD ENTRANCE OF KOKUSHIBO! When he opened all six of those creepy, veiny eyes, my entire body went numb. The absolute silence in the manga panel and the sheer terror Sanemi felt was completely palpable. An absolute waking nightmare!",reaction
I just finished watching episode 19 for the first time and I am completely speechless. The music transition to Kamado Tanjiro no Uta while Nezuko uses her blood burst to help Tanjiro... I literally have tears streaming down my face. A masterpiece.,reaction
"I can't stop laughing at Zenitsu grabbing Tanjiro's face and screaming about dying single while Tanjiro just looks at him with the most disgusted, deadpan expression ever. The comedy in this show is stupid but gets me every single time!",reaction
"Seeing Genya's jaw get sliced off and then he just picks it up and pops it back in like it's nothing... OH MY GOD MY STOMACH TURNED. That was the most metal, disgusting thing I've ever seen in a shonen! Genya is absolutely insane!",reaction
The scene where Muichiro remembers his twin brother Yuichiro and starts crying while his mark activates... oh my god my heart shattered. Seeing his brother's spirit apologize for being harsh was so sad. Wiping tears from my keyboard right now.,reaction
"Tengen Uzui's entrance in the final battle... I LITERALLY JUMPED OUT OF MY BED! Hearing his blades clash and seeing him stand there with one arm, poisoned, smiling and saying he has completed his score... I cheered so loud my throat hurts!",reaction
"I am absolutely devastated after reading Shinobu's death. Seeing Douma casually absorb her while Kanao watches helplessly through the window was the most horrifying thing ever. I can't believe Shinobu is actually gone, I'm sobbing uncontrollably...",reaction
"When Inosuke started throwing a temper tantrum and running around the Butterfly Mansion trying to jump out of the window because his throat was sore... I couldn't stop giggling! He is such a wild, chaotic ball of energy, I love his antics!",reaction
"I am physically sick after watching Gyutaro crawl out of Daki's spine... That was the most unsettling, creepy villain introduction ever! His emaciated body and raspy voice gave me literal shivers running down my spine. Such a great design!",reaction
Just watched the scene where Zenitsu protects Tanjiro's box from Inosuke while getting absolutely beaten to a pulp... I am literally crying tears of respect. He was so terrified but refused to let go because he knew it was important. Best boy!,reaction
"THE RED BLADES IN THE KOKUSHIBO FIGHT! When Gyomei and Sanemi clashed their weapons to turn them bright red and Muichiro stabbed his blade through Koku's spine... I was screaming 'YES GET HIM' so loud! Pure, unfiltered adrenaline!",reaction
"I can't stop sobbing after watching Koyuki's spirit embrace Hakuji in the afterlife. Seeing his demon body crumble away while they cry and hold each other is the most beautiful, tragic thing ever written. I am a complete puddle of tears on the floor.",reaction
THE YORIICHI VS MUZAN FLASHBACK! When Yoriichi effortlessly sliced Muzan into 1500 pieces in a single second while Muzan literally peed himself in terror... I was laughing and cheering so hard! Seeing Muzan humiliated was so incredibly satisfying!,reaction
Just watched the scene where Tanjiro and Nezuko are hugging after the swordsmith village fight under the sun... Oh my god I am crying like a baby. Tanjiro's face when he realized she didn't burn to ash was incredibly moving. Best sibling bond!,reaction
"I am absolutely terrified of Muzan after the Lower Moon meeting scene. The way he read their minds and ruthlessly executed them one by one for simply thinking about running away... his cold, unfeeling eyes gave me literal nightmares. He is terrifying.",reaction
When Mitsuri activated her mark and started zipping through the air slicing Hantengu's lightning dragons... I had a giant grin on my face the whole time! She is so incredibly badass and seeing her get the spotlight was so satisfying! You go girl!,reaction
"I can't stop crying over Tamayo's final words to Muzan as he crushes her head... 'Give me back my husband and children!' The absolute raw pain and hatred in her voice was heartbreaking. She died giving her absolute all, rest in peace legend.",reaction
When Giyu and Sanemi synchronized their breathing styles to attack Muzan... oh my god I was screaming! The water and wind visual effects blending together on screen was the most aesthetically pleasing and hype thing ever! Their teamwork is legendary!,reaction
The scene where the three little butterfly girls are crying and holding onto Aoi and Kanao after the final battle... oh my god that was so sweet and sad. Seeing them finally safe and hugging each other made me shed a few happy tears.,reaction
"I just finished watching Zenitsu's fight with the Spider Demon and my jaw is completely gone. That single, hyper-focused thunder slash... the animation and crisp sound effect was so insanely epic! Absolutely breathtaking sequence by Ufotable!",reaction
"Hearing Tanjiro scream 'Akaza, you coward! Don't run away!' while throwing his sword after him... Oh my god Tanjiro's voice actor deserves an Oscar for that raw, cracking emotion. The sheer frustration completely broke me, I was sobbing along.",reaction
"I can't stop laughing at Inosuke trying to slide down the stairs on his stomach and getting stuck while Zenitsu screams in the background. Their trio dynamic is easily the most chaotic and funny thing in anime, I love these idiots so much!",reaction
The reveal of Sabito and Makomo being ghosts the entire time... WOW I had goosebumps all over my arms! I did not see that twist coming at all! The visual of Sabito's ghost smiling and disappearing into the mist was so beautiful and sad.,reaction
"When Kokushibo saw his hideous, mutated monster reflection in Sanemi's sword and stopped regenerating... oh my god I had literal shivers. Seeing this proud samurai realize he had become a disgusting insect was so chilling. Psychological defeat!",reaction
"I am literally crying happy tears seeing Giyu smile at the end of the manga when he reunites with Sanemi. He has been carrying so much survivor's guilt, seeing him finally let go and smile is the most beautiful conclusion ever for his character.",reaction
"THAT SCENE WHERE MUICHIRO GETS PINNED TO THE PILLAR BY KOKUSHIBO'S SWORD! Oh my god my stomach literally dropped! The sheer speed and brutality of that attack was so terrifying, I was literally covering my mouth in shock! It happened so fast!",reaction
"I just finished watching the Swordsmith Village finale and seeing Haganezuka still aggressively polishing the blade while demons are literally ripping his mask off... I was laughing so hard! He is completely unbothered and insane, easily my favorite character!",reaction
When Zenitsu activated 'God Speed' for the second time inside the collapsing Entertainment District... holy shit I got full body goosebumps! The yellow lightning trail and the sonic boom sound effect had me cheering so loud I woke my dog up!,reaction
I am absolutely devastated after watching Genya eat the hair of Kokushibo... I was literally gagging at my screen! It was so disgusting but at the same time so incredibly badass! I respect his willingness to do literally anything to help his brother.,reaction
"When Muzan was trying to crawl away like a giant, disgusting baby to escape the sun while the slayers pin him down... I was literally screaming 'YES BURN HIM' at my screen! The desperation of the final minutes was so intense my palms were sweating!",reaction
"I am literally sobbing over the scene where Sanemi's father's spirit shoves him back into the living world, telling him he isn't allowed to go to hell with his mother... Oh my god that was so cruel and sad. He woke up completely alone, my heart aches.",reaction
Hearing the ending song 'Homura' start playing as Rengoku closes his eyes and crumbles... Oh my god I lost it. I was crying so loud my roommate came in to check on me. Never has a movie made me feel this level of emotional devastation. Set your heart ablaze!,reaction
When Inosuke used his dual swords to saw through Gyutaro's neck while sliding across the roof... I LITERALLY JUMPED OUT OF MY CHAIR SCREAMING! That was the most chaotic and hype double team ever! Peak shonen action from Ufotable!,reaction
"I just finished the episode where Muzan meets Tanjiro in the middle of Tokyo and the tension was so thick you could cut it with a knife! I was literally holding my breath the whole time, my heart was racing! What an incredible confrontation!",reaction
I am literally wiping tears from my eyes after watching the scene where Shinobu's ghost tells Kanao 'you did well' after they defeat Douma... Kanao finally breaking down and crying was so heartbreakingly beautiful! They avenged their family!,reaction
"THE SHIFTING GRAVITY OF THE INFINITY CASTLE IS SO FREAKING TRIPPY! Seeing the Hashira falling through rooms sideways, paper doors opening to endless staircases... Ufotable's CGI work here is absolutely mind-blowing! I felt dizzy just watching it!",reaction
"I can't stop giggling at Tanjiro trying to feed Inosuke a rice ball while Inosuke is aggressively headbutting him. Tanjiro's infinite patience and motherly aura is the perfect counter to Inosuke's wild energy, they are the best duo ever!",reaction
When Sanemi sliced Kokushibo's neck and his blade turned red right as he screamed Genya's name... oh my god I had goosebumps on my face! The sheer raw emotion and brotherly love was so incredibly powerful! Punching the air in excitement right now!,reaction
"Seeing Giyu's dead calm water pond animation for the first time literally blew my mind! The way the chaotic music suddenly cut out and everything became completely silent and serene was absolute perfection! Such a satisfying, clean technique!",reaction
When Nezuko kicked Daki through multiple buildings in her adult demon form... oh my god I screamed so loud! Seeing her slide across the dirt while laughing hysterically was so incredibly terrifying and hype! She is a literal monster when she locks in!,reaction
"I am literally crying happy tears watching Tanjiro carry Nezuko on his back under the morning sun. I really thought she was going to burn to ash, my heart was in my throat! Seeing her smile and say 'good morning' completely broke me into a million pieces!",reaction
"THAT SUDDEN MUSIC CUT WHEN THE MUZAN VS HASHIRA CLIMAX STARTED! Hearing that intense, traditional Japanese biwa echoing through the Infinity Castle as everyone falls into the dark was absolute peak cinematic direction! Goosebumps everywhere!",reaction
I just finished the episode where Inosuke learns about Shinobu's death and starts yelling that she was like a mother to him... oh my god my heart is shattered. Seeing him break down in tears completely destroyed me. I am sobbing along with him...,reaction
When Zenitsu used thunderclap and flash god speed to save Tanjiro from the collapsing roof... holy shit I got actual shivers! The yellow trail zipping across the screen and that sonic boom was so incredibly crisp! I jumped right out of my seat!,reaction
"I can't stop laughing at Zenitsu aggressively grabbing Tanjiro's face and screaming about dying single while Tanjiro just stares at him with that deadpan, completely disgusted look. The comedic timing makes me laugh so hard every single time I see it!",reaction
